#Th spectrum for wavelength calibration, pixels
#order from to      center      wavelength  band

0	0632	0657	0644.5921	794.81764	ArI
0	0670	0695	0681.7851	794.31814	NeI

1	0378	0403	0390.9491	772.42072	ArI
1	1095	1120	1107.1715	763.51060	ArI
1	1842	1845	1832.7204	754.40400	NeI
1	1885	1910	1898.3975	753.57700	NeI
1	2055	2080	2067.0015	751.46518	ArI
1	2140	2165	2153.5578	750.38691	ArI

2	0118	0143	0132.8017	750.38691	ArI
2	0332	0357	0346.8643	748.88700	NeI
2	0470	0495	0484.6173	747.24400	NeI
2	0750	0775	0763.4321	743.88900	NeI
2	1205	1230	1217.9310	738.39805	ArI
2	2118	2143	2130.6629	727.29359	ArI

3	0246	0271	0258.6529	727.29359	ArI
#
3	0483	0508	0496.3534	724.51700	NeI
3	1094	1019	1106.7745	717.39400	NeI
3	1325	1350	1339.5455	714.70416	ArI
3	2002	2027	2015.7241	706.72181	ArI
3	2068	2093	2081.3165	705.91100	NeI

4	0181	0206	0193.1018	706.72181	ArI
4	0488	0513	0500.5438	703.24128	NeI
#
4	0562	0587	0574.6070	702.40500	NeI
4	1081	1106	1093.4915	696.54307	ArI
4	1395	1420	1407.9303	692.94700	NeI
4	1905	1930	1918.9272	687.12891	ArI

5	0133	0158	0147.6926	686.12688	ArII
#
5	1180	1205	1194.1562	675.64528	ThI
#5	0452	0460	455.7000	676.66117	ArI
5	1211	1236	1225.9084	675.28335	ArI
5	1538	1558	1545.3830	671.70430	NeI
5	1515	1540	1529.0994	671.91995	ThI
5	1881	1906	1893.8911	667.82766	NeI

6	1762	1787	1776.0412	650.65281	NeI
6	1517	1542	1530.2268	653.28822	NeI
6	0903	0928	0915.4382 	659.89528	NeI
6	2217	2242	1991.8345	648.30825	ArII
6	1535	1560	1548.0477	653.13418	ThI
6	1045	1070	1059.3853	658.39060	ThI
6	1000	1025	1016.4752	658.85396	ThI
6	0485	0510	498.06449	664.36976	ArII

7	1087	1112	1098.3824	640.22480	NeI
7	1270	1295	1285.3117	638.29914	NeI
7	1733	1758	1747.8678	633.44276	NeI
7	2014	2039	2027.1529	630.47893	NeI
7	0953	0978	0965.4457	641.63071	ArI
7	0558	0583	0571.3124	645.72824	ThI

8	2124	2149	2136.0486	612.84500	NeI
8	1981	2006	1993.9501	614.30600	NeI
8	1781	1806	1793.8481	616.35900	NeI
8	1255	1280	1268.3436	621.72800	NeI
8	0770	0795	0783.5910	626.64900	NeI
8	0392	0417	0404.3740	630.47800	NeI

9	2089	2114	2101.5722	597.55300	NeI
9	1543	1568	1556.2792	602.99900	NeI
9	1097	1122	1109.6626	607.43300	NeI
9	0876	0901	0888.9621	609.61600	NeI
9	0549	0574	0561.3249	612.84500	NeI
9	0400	0425	0412.6151	614.30600	NeI
9	0190	0215	0203.2235	616.35900	NeI

10	1827	1852	1841.1209	585.24800	NeI
10	1525	1550	1538.8509	588.18900	NeI
10	0874	0899	0887.7060	594.48300	NeI
10	0553	0578	0568.0659	597.55300	NeI

#11	0164	0177	170.3454	583.23705	NeI
##11	0505	0525	514.7588	576.96100	NeI
##11	0393	0413	402.8805	579.06700	NeI
11	1726	1751	1738.5886	572.01828	ThI
11	1302	1327	1314.2195	576.05508	ThI
11	0837	0862	0851.2469	580.41412	ThI
11	0235	0260	0248.3773	586.03103	ArI

12	0249	0274	0260.3484	572.01800	ThI
12	1010	1035	1025.4192	565.07000	ThI
12	1488	1513	1502.5838	560.67300	ThI
12	1701	1726	1716.1834	558.70354	ThI

13	0259	0284	0274.9309	558.70263	ThI
13	1279	1304	1293.9553	549.58738 	ThI
13	1615	1640	1631.6227	546.42055 	ThI
13	1768	1793	1784.7066	545.22025	ThI

14	0752	0777	0771.9155	541.74858	ThI
14	1598	1623	1613.3805	534.35812 	ThI

#15	0515	0527	520.5966	525.83602 	ThI
#15	0672	0685	678.7592	523.11597	ThI
#
15	0209	0234	231.0000	534.35812	ThI
15	0588	0612	607.2228	531.20018 	ThI
#
#15	0858	0872	864.1679	519.91637	ThI
#15	0924	0937	930.0622	518.71677	ThI

16	1575	1590	1585.0663	511.50448	ThI
#
16	0565	0590	0583.8423	519.91637	ThI
#16	0257	0271	0263.4968	518.71677	ThI
16	1007	1032	1023.1462	515.86041	ThI
16	1252	1277	1266.7285	514.17827	ThI
16	1861	1886	1875.8269	509.05455	ThI
16	2195	2220	2205.4048	506.20371	ThI

17	0551	0576	0559.7831	509.05455	ThI
17	0899	0924	0914.3392	506.20371	ArII
17	1446	1471	1460.5313	501.71628	ArII
17	1540	1565	1555.6376	500.93344 	ArII
17	2075	2100	2090.3410	496.50795	ArII


18	0148	0173	0160.6934	500.93344 	ArII
18	0800	0825	0816.5742	496.50795	ArII
18	1200	1225	1213.7309	493.32232	ArII
18	1552	1577	1567.4333	490.47334	ArII
18	1674	1699	1688.3542	489.49551	ThI
18	1860	1885	1874.1588	487.98635	ArII


19	0410	0435	0422.1734	489.49551	ThI
19	0605	0630	0616.7851	487.98635	ArII
19	1013	1038	1025.6125	484.77951	ArII
19	1543	1568	1556.0951	480.60094	ArII
19	1895	1920	1906.4521	477.82940	ThI
19	2062	2087	2075.0559	476.48729	ArII

20	0303	0328	0314.9446	480.60094	ArII
20	0665	0690	0677.1087	477.82940	ThI
20	0840	0865	0852.6374	476.48729	ArII
20	1216	1241	1231.1501	473.59058	ArII
20	1265	1290	1281.1155	473.20532	ArII
20	1333	1358	1347.9153	472.68683	ArII
20	1628	1653	1639.7151	470.39898	ThI
20	1653	1678	1663.0774	470.23161	ArI

21	0415	0440	0429.1104	470.39898	ThI
21	0438	0463	0449.9367	470.23161	ArI
21	1028	1053	1043.6647	465.79012	ArII
21	1667	1692	1681.3643	460.95673	ArII
21	1925	1950	1937.6462	458.98899	ArII
21	2063	2088	2075.7402	457.93396	ArII

22	0478	0503	0493.9003	460.95673	ArII
22	0745	0770	0760.8010	458.98899	ArII
22	0888	0913	0903.8742	457.93396	ArII
22	1352	1377	1366.5223	454.50519	ArII
22	1812	1837	1825.1733	451.07332	ArI

23	0652	0677	0667.7348	451.07332	ArI
23	1052	1077	1064.0267	448.18107	ArII
23	1149	1174	1164.0192	447.47594	ArII
23	1817	1842	1829.3942	442.60011	ArII


24	0678	0703	0690.9819	442.60011	ArII
24	1253	1278	1266.2560	438.50566	ArII
24	1329	1354	1341.8332	437.96668	ArII
24	1770	1795	1783.0062	434.80640	ThI

25	0227	0245	0664.3528	434.80640	ThI
25	1659	1684	1671.8957	427.75282	ArII
25	1917	1942	1931.8051	425.93619	ArI

26	0557	0582	0572.3384	427.75282	ArII
26	0822	0847	0837.8392	425.93619	ArI
26	1710	1735	1722.7105	419.83170	ArI
26	1947	1972	1959.7834	418.18836	ArI

27	0630	0655	0642.0563	419.83170	ArI
27	0874	0899	0886.5330	418.18836	ArI
27	1220	1245	1232.0258	415.85905	ArI
27	1616	1641	1628.8177	413.17235	ThI

28	0145	0165	0155.2994	415.85905	ArI
28	0550	0580	0564.2888	413.17235	ArII
28	0975	0995	0985.9477	410.39121	ArII
28	1450	1480	1465.3891	407.20047	ArII
