#Th spectrum for wavelength calibration, pixels
# Last update 05/03/2024
# Lamps used: ThAr, Ne, Hg, H2. No Xe lamp this time.
#order from to      center      wavelength  band

12	1701	1726	1708.0805	558.70354	ThI  # ok
#12	1670	1695	1681.5529	559.526800	HgII # not clear & maybe not Hg line?

13	0259	0284	0266.1763	558.70263	ThI  # ok
13	1279	1304	1285.2280	549.58738	ThI  # ok
13	1615	1640	1623.3067	546.42055	ThI  # ok
13	1668	1693	1675.4883	546.07500	HgI  # ok
13	1768	1793	1772.7520	545.22025	ThI  # ok

14	0752	0777	0762.9646	541.74858	ThI  # ok
14	1598	1623	1605.0763	534.35812	ThI  # ok
14	0257	0282	0265.3499	546.07500	HgI  # ok

15	0209	0234	0224.9113	534.35812	ThI  # ok
15	0588	0612	0594.7653	531.20018	ThI  # multiple peaks, done
15	1212	1250	1223.6524	525.83602	ThI  # ok
15	1520	1570	1540.1292	523.11597	ThI  # ok
15	1900	1940	1910.9512	519.91637	ThI  # ok
15	2030	2070	2043.5725	518.71677	ThI  # ok

#16	0257	0271	0263.4968	518.71677	ThI
16	0565	0590	0573.3106	519.91637	ThI  # ok
16	1007	1032	1014.2509	515.86041	ThI  # 4 close peaks the second one, ok
16	1252	1277	1259.1111	514.17827	ThI  # ok
16	1575	1590	1577.1082	511.50448	ThI  # ok
16	1861	1886	1867.1829	509.05455	ThI  # ok
16	2195	2220	2203.2102	506.20371	ThI  # ok

17	0551	0576	0557.0422	509.05455	ThI  # ok
17	0899	0924	0906.3102	506.20371	ArII # ok
17	1446	1471	1452.0439	501.71628	ArII # ok
17	1540	1565	1547.3761	500.93344	ArII # ok
17	2075	2100	2082.6288	496.50795	ArII # ok

18	0148	0173	0253.1712	500.93344	ArII # 154 or 254, which peak? done
18	0800	0825	0808.2601	496.50795	ArII # ok
18	1200	1225	1205.2194	493.32232	ArII # ok
18	1552	1577	1558.9301	490.47334	ArII # ok
18	1410	1435	1418.2821	491.60680	HgI  # ok
18	1674	1699	1680.3352	489.49551	ThI  # ok
18	1860	1885	1866.5093	487.98635	ArII # ok

19	0138	0163	0145.5216	491.60680	HgI  # ok
19	0410	0435	0417.8792	489.49551	ThI  # ok
19	0605	0630	0611.1589	487.98635	ArII # ok
19	1013	1038	1019.6360	484.77951	ArII # ok
19	1543	1568	1550.4904	480.60094	ArII # ok
19	1895	1920	1900.4461	477.82940	ThI  # ok
19	2062	2087	2069.6160	476.48729	ArII # ok


20	0303	0328	0309.0477	480.60094	ArII # ok
20	0665	0690	0671.4686	477.82940	ThI  # ok
20	0840	0865	0846.8034	476.48729	ArII # ok
20	1216	1241	1222.9340	473.59058	ArII # ok
20	1265	1290	1272.9526	473.20532	ArII # ok
20	1333	1358	1340.1610	472.68683	ArII # ok
20	1628	1653	1635.7985	470.39898	ThI  # ok
20	1653	1678	1657.3242	470.23161	ArI  # ok

21	0415	0440	0422.1945	470.39898	ThI  # ok
21	0438	0463	0444.4364	470.23161	ArI  # ok
21	1028	1053	1035.6755	465.79012	ArII # ok 
21	1667	1692	1673.5083	460.95673	ArII # ok
21	1925	1950	1931.9478	458.98899	ArII # ok
21	2063	2088	2070.6143	457.93396	ArII # ok
 
22	0478	0503	0485.3476	460.95673	ArII # ok
22	0745	0770	0752.5740	458.98899	ArII # ok
22	0888	0913	0895.5084	457.93396	ArII # ok
22	1352	1377	1358.6390	454.50519	ArII # ok
22	1812	1837	1819.4705	451.07332	ArI  # ok

23	0652	0677	0659.1111	451.07332	ArI  # ok
23	1052	1077	1057.9301	448.18107	ArII # ok
23	1149	1174	1155.5004	447.47594	ArII # ok
23	1817	1842	1823.6223	442.60011	ArII # ok

24	0678	0703	0685.3747	442.60011	ArII # ok
24	1253	1278	1260.8725	438.50566	ArII # ok
24	1329	1354	1336.1991	437.96668	ArII # ok
#24	1625	1650	1633.9668	435.83350	HgI  # ok
24	1770	1795	1777.3848	434.80640	ThI  # ok

25	0227	0245	0658.4349	434.80640	ThI  # ok
25	1659	1684	1666.5078	427.75282	ArII # ok
25	1917	1942	1923.6086	425.93619	ArI  # ok
25	0502	0527	0510.1969	435.83350	HgI  # ok
25	0650	0690	666.1909	434.74945	HgI  # ok
25	0745	0785	766.9436	434.0472	H-g  # ok
 
26	0557	0582	0564.5048	427.75282	ArII # ok
26	0822	0847	0830.0292	425.93619	ArI  # ok
26	1710	1735	1717.1431	419.83170	ArI  # ok
26	1947	1972	1954.2900	418.18836	ArI  # ok

27	0630	0655	0636.5478	419.83170	ArI  # ok
27	0874	0899	0880.8585	418.18836	ArI  # ok
27	1220	1245	1226.2721	415.85905	ArI  # ok
27	1616	1641	1623.8339	413.17235	ThI  # ok

28	0145	0165	0150.0556	415.85905	ArI  # ok
28	0550	0580	0558.6458	413.17235	ArII # ok
28	0975	0995	0980.0940	410.39121	ArII # ok
28	1450	1480	1459.9520	407.20047	ArII # ok
28	1365	1390	1372.6235	407.78370	HgI  # ok
28	1833	1858	1841.7616	404.65650	HgI  # ok
