obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Type	
"453.452"	"453.45247"	"22w"	""			
"453.4644"	"453.46432"	"80w"	""			
"453.5374"	"453.53719"	"140"	""			
"453.5572"	"453.55665"	"40w"	""			
"453.7195"	"453.71814"	"22"	""			
"454.239"	"454.2403"	"12bl"	""			
"454.248"	"454.2485"	"12bl"	""			
"454.412"	"454.41223"	"12w"	""			
"454.432"	"454.43177"	"12w"	""			
"455.167"	"455.16552"	"12w"	""			
"455.31731"	"455.31715"	"140"	""			
"455.3399"	"455.33951"	"100"	""			
"456.1994"	"456.19908"	"12"	""			
"456.220"	"456.22153"	"40w"	""			
"456.51"	"456.52623"	""	""			
"456.5539"	"456.55543"	"22"	""			
"456.9057"	"456.90569"	"200"	""			
"456.9604"	"456.95832"	"22"	""			
"457.4420"	"457.44217"	"40"	""			
"457.5311"	"457.53173"	"40"	""			
"458.04180"	"458.04188"	"160"	""			
"458.200"	"458.19934"	"40bl"	""			
"458.2043"	"458.20555"	"60bl"	""			
"458.81330"	"458.81359"	"160"	""			
"458.8358"	"458.83583"	"22"	""			
"460.0152"	"460.01616"	"40bl"	""			
"460.4469"	"460.4471"	"40"	""			
"460.6697"	"460.66954"	"100"	""			
"461.0151"	"461.01492"	"80"	""			
"461.2802"	"461.28016"	"12"	""			
"461.2928"	"461.29242"	"22w"	""			
"461.5563"	"461.55508"	"22w"	""			
"461.60911"	"461.60912"	"180"	""			
"461.630"	"461.62928"	"12w"	""			
"462.4251"	"462.42623"	"120"	""			
"462.79810"	"462.79807"	"160"	""			
"463.47623"	"463.47630"	"140"	""			
"463.5382"	"463.53824"	"100"	""			
"464.6810"	"464.68131"	"100"	""			
"464.7429"	"464.74289"	"40"	""			
"464.8944"	"464.89526"	"22"	""			
"465.0000"	"465.00029"	"40"	""			
"466.0837"	"466.08377"	"60"	""			
"466.9372"	"466.9371"	"60"	""			
"467.8314"	"467.8314"	"60"	""			
"468.6355"	"468.6354"	"60"	""			
"468.8671"	"468.8673"	"40"	""			
"469.7874"	"469.7878"	"22"	""			
"469.8430"	"469.8431"	"60"	""			
"470.0243"	"470.02462"	"12"	""			
"470.0483"	"470.04553"	"12"	""			
""	"471.00645"	"m"	""			
"471.2968"	"471.29720"	"22"	""			
"471.3458"	"471.3454"	"22"	""			
"471.4413"	"471.44137"	"120"	""			
"471.4935"	"471.4931"	"40"	""			
"471.9363"	"471.93662"	"22"	""			
"471.9608"	"471.96064"	"12"	""			
"473.0339"	"473.03419"	"22"	""			
"473.058"	"473.05783"	"22w"	""			
"473.2667"	"473.26708"	"80bl"	""			
"473.6785"	"473.67865"	"22"	""			
"476.9375"	"476.93777"	"100"	""			
"477.2927"	"477.29288"	"120"	""			
"478.2121"	"478.21227"	"60"	""			
"479.5918"	"479.59164"	"60"	""			
"489.8784"	"489.87839"	"22"	""			
"493.6370"	"493.63653"	"40"	""			
"507.8414"	"507.84085"	"22"	""			
"509.9546"	"509.9534"	"100"	""			
""	"511.3602"	"m"	""			
"513.7150"	"513.7151"	"40"	""			
"517.8508"	"517.8510"	"140"	""			
"518.9164"	"518.9167"	"120"	""			
"519.7565"	"519.7558"	"80"	""			
"519.8481"	"519.8476"	"160"	""			
"520.2240"	"520.2245"	"140"	""			
"520.358"	"520.3544"	"22bl"	""			
"521.2363"	"521.2361"	"80"	""			
"521.3339"	"521.3339"	"140"	""			
"521.8268"	"521.8259"	"22"	""			
"523.1523"	"523.1527"	"80"	""			
""	"523.395"	"m"	""			
"523.4637"	"523.4642"	"60"	""			
"523.5867"	"523.58572"	"80"	""			
"524.5834"	"524.5829"	"40"	""			
"526.3123"	"526.3121"	"80"	""			
"537.6635"	"537.6643"	"80"	""			
"537.7255"	"537.7262"	"80"	""			
"538.0721"	"538.0722"	"80"	""			
"538.0886"	"538.0886"	"60"	""			
"538.6898"	"538.6897"	"60"	""			
"538.7209"	"538.7210"	"80"	""			
"539.2001"	"539.2002"	"100"	""			
"539.2248"	"539.2248"	"100"	""			
"539.647"	"539.647"	"22w"	""			
"539.6782"	"539.6781"	"60"	""			
"539.6965"	"539.6963"	"120"	""			
"539.7096"	"539.7097"	"100"	""			
"540.5152"	"540.515"	"140*"	""			
"540.5152"	"540.515"	"140*"	""			
"541.1083"	"541.1084"	"60"	""			
"541.1263"	"541.1262"	"100"	""			
"542.009"	"542.009"	"12w,bl"	""			
"566.2200"	"566.22007"	"40"	""			
"574.2437"	"574.24481"	"80"	""			
"611.088"	"611.08106"	"100"	""			
"611.272"	"611.26489"	"160"	""			
"613.277"	"613.27179"	"100"	""			
"616.609"	"616.60663"	"80"	""			
"622.448"	"622.44127"	"160"	""			
"623.9032"	"623.90255"	"120"	""			
"625.0925"	"625.09244"	"120"	""			
"625.2905"	"625.28985"	"80"	""			
"625.869"	"625.86508"	"180bl"	""			
"627.0131"	"627.01321"	"80"	""			
"627.2420"	"627.24217"	"140"	""			
"629.7840"	"629.78335"	"80"	""			
""	"630.42560"	"m"	""			
"630.6113"	"630.61113"	"100"	""			
"630.766"	"630.76349"	"180bl"	""			
"632.1116"	"632.11150"	"60"	""			
"634.5653"	"634.56438"	"60"	""			
"651.0877"	"651.08876"	"60"	""			
"651.1789"	"651.17964"	"140"	""			
"651.6789"	"651.6799"	"120"	""			
"651.7041"	"651.70477"	"100"	""			
"652.5584"	"652.5596"	"22"	""			
"652.603"	"652.6048"	"120w"	""			
"653.8685"	"653.8685"	"80"	""			
"653.9143"	"653.9140"	"120"	""			
"653.9492"	"653.9487"	"140"	""			
"653.9692"	"653.9691"	"60"	""			
"655.0653"	"655.06433"	"140*"	""			
"655.0653"	"655.0657"	"140*"	""			
"655.9024"	"655.9020"	"100"	""			
"655.9285"	"655.9287"	"100"	""			
"657.130"	"657.1291"	"22w"	""			
"657.170"	"657.1689"	"60w"	""			
"706.7724"	"706.77270"	"80"	""			
"713.3360"	"713.33548"	"40"	""			
"721.3210"	"721.32082"	"300"	""			
"723.51978"	"723.51972"	"300"	""			
"730.3216"	"730.32078"	"80"	""			
"734.3945"	"734.39470"	"300"	""			
"734.9653"	"734.96536"	"40"	""			
"746.724"	"746.72610"	"60c"	""			
"749.1408"	"749.14222"	"60"	""			
"749.2102"	"749.21275"	"200"	""			
"752.2822"	"752.28235"	"300"	""			
"759.0638"	"759.06571"	"60"	""			
"760.4633"	"760.46341"	"60"	""			
"763.3267"	"763.32713"	"140"	""			
"765.4546"	"765.45512"	"180"	""			
"768.9789"	"768.97942"	"120"	""			
"772.8803"	"772.88152"	"22"	""			
"774.0740"	"774.07419"	"240"	""			
"774.5019"	"774.50233"	"160"	""			
"783.8556"	"783.85578"	"160"	""			
"786.2946"	"786.29436"	"140"	""			
"787.1924"	"787.19286"	"60"	""			
"787.3873"	"787.38705"	"160"	""			
"790.7184"	"790.71881"	"12"	""			
"792.6201"	"792.62001"	"240"	""			
"794.4919"	"794.49083"	"60"	""			
"798.5886"	"798.59108"	"22"	""			
"801.8756"	"801.87502"	"22"	""			
"807.3780"	"807.3789"	"22"	""			
"807.5993"	"807.59833"	"22"	""			
"807.6082"	"807.60693"	"40"	""			
"808.4345"	"808.43451"	"200"	""			
"809.005"	"809.00845"	"160bl"	""			
