obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Type	
"398.75540"	"398.755424"	"120"	""			
"398.78672"	"398.786669"	"140"	""			
"398.80780"	"398.808020"	"22"	""			
"398.84290"	"398.842887"	"170"	""			
"398.85191"	"398.851932"	"55"	""			
"398.89531"	"398.895265"	"55"	""			
"398.99608"	"398.996057"	"120"	""			
"399.00017"	"399.000090"	"240"	""			
"399.00215"	"399.002119"	"410"	""			
"399.049192"	"399.049199"	"1900"	""			
"399.08092"	"399.080897"	"320"	""			
"399.08928"	"399.089170"	"420"	""			
"399.12891"	"399.128773"	"32"	""			
"399.16241"	"399.162313"	"660"	""			
"399.173071"	"399.173064"	"1900"	""			
"399.33970"	"399.339160"	"220"	""			
"399.35147"	"399.351415"	"120"	""			
"399.40380"	"399.403537"	"10"	""			
"399.59554"	"399.595437"	"29"	""			
"399.62030"	"399.620268"	"640"	""			
"399.65096"	"399.650844"	"75"	""			
"399.66685"	"399.666911"	"390"	""			
"399.69309"	"399.693047"	"150*"	""			
"399.69309"	"399.693247"	"150*"	""			
"399.70168"	"399.701668"	"320"	""			
"399.71106"	"399.710905"	"130"	""			
"399.71721"	"399.717350"	"110"	""			
"399.73479"	"399.734699"	"82"	""			
"399.74430"	"399.743936"	"31"	""			
"399.80611"	"399.806103"	"350"	""			
"399.86564"	"399.865642"	"160"	""			
"399.87333"	"399.873313"	"500"	""			
"399.88017"	"399.879961"	"110"	""			
"399.895251"	"399.895253"	"890"	""			
"400.00239"	"400.002377"	"32"	""			
"400.00413"	"400.004177"	"53"	""			
"400.028093"	"400.028091"	"1400"	""			
"400.044538"	"400.044535"	"180"	""			
"400.07489"	"400.074894"	"64"	""			
"400.105794"	"400.105789"	"3800"	""			
"400.11988"	"400.119852"	"60"	""			
"400.12277"	"400.122785"	"22"	""			
"400.189333"	"400.1893188"	"1600"	""			
"400.19921"	"400.199373"	"100"	""			
"400.23763"	"400.237639"	"37"	""			
"400.33500"	"400.334950"	"21"	""			
"400.357385"	"400.357386"	"710"	""			
"400.36556"	"400.365564"	"60"	""			
"400.39931"	"400.399483"	"8"	""			
"400.42380"	"400.423902"	"16"	""			
"400.45601"	"400.455905"	"41"	""			
"400.46520"	"400.465174"	"22"	""			
"400.509270"	"400.509267"	"3000"	""			
"400.52986"	"400.529886"	"37"	""			
"400.552897"	"400.552985"	"270*"	""			
"400.557410"	"400.557354"	"250*"	""			
"400.596138"	"400.596129"	"420"	""			
"400.821005"	"400.821010"	"7800"	""			
"400.83120"	"400.831751"	"210"	""			
"400.84430"	"400.844518"	"21"	""			
"400.901106"	"400.901090"	"1200"	""			
"400.902742"	"400.902701"	"140"	""			
"400.905718"	"400.905726"	"4400"	""			
"400.972433"	"400.972429"	"580"	""			
"400.978265"	"400.978269"	"220"	""			
"400.981929"	"400.981933"	"690"	""			
"401.13145"	"401.131481"	"34"	""			
"401.135877"	"401.135890"	"220"	""			
"401.159148"	"401.159146"	"1600"	""			
"401.173971"	"401.1739628"	"2900"	""			
"401.21915"	"401.219144"	"130"	""			
"401.249498"	"401.249502"	"9500"	""			
"401.26101"	"401.261582"	"54"	""			
"401.44717"	"401.447135"	"28"	""			
"401.471625"	"401.471619"	"1700"	""			
"401.57201"	"401.571926"	"15"	""			
"401.61128"	"401.611295"	"120"	""			
"401.664246"	"401.664228"	"200"	""			
"401.68961"	"401.689862"	"21"	""			
"401.706252"	"401.706257"	"440"	""			
"401.72581"	"401.725788"	"110"	""			
"401.74611"	"401.745878"	"17"	""			
"401.809888"	"401.809885"	"1200"	""			
"401.812130"	"401.812127"	"450"	""			
"401.83553"	"401.835539"	"74"	""			
"401.85088"	"401.850899"	"37"	""			
"401.89321"	"401.892782"	"53"	""			
"401.90111"	"401.901212"	"33"	""			
"401.94673"	"401.946684"	"98"	""			
"401.978731"	"401.978747"	"300"	""			
"401.986296"	"401.986303"	"680"	""			
"402.01819"	"402.018143"	"22"	""			
"402.035399"	"402.035398"	"980"	""			
"402.04629"	"402.046287"	"39"	""			
"402.060900"	"402.060905"	"140"	""			
"402.10079"	"402.100765"	"29"	""			
"402.114962"	"402.114962"	"310"	""			
"402.175047"	"402.175040"	"340"	""			
"402.19196"	"402.191955"	"86"	""			
"402.19421"	"402.194181"	"91"	""			
"402.206729"	"402.206730"	"2400"	""			
"402.27288"	"402.272846"	"42"	""			
"402.333768"	"402.333772"	"720"	""			
"402.45562"	"402.455512"	"38"	""			
"402.47150"	"402.471534"	"31*"	""			
"402.480232"	"402.4802215"	"1900"	""			
"402.50030"	"402.500263"	"89"	""			
"402.57571"	"402.575718"	"23"	""			
"402.613265"	"402.613246"	"570"	""			
"402.66441"	"402.664078"	"9"	""			
"402.695520"	"402.695509"	"310"	""			
"402.700897"	"402.700894"	"4300"	""			
"402.74453"	"402.744543"	"24"	""			
"402.74860"	"402.748305"	"33"	""			
"402.754637"	"402.754633"	"170"	""			
"402.82897"	"402.828979"	"64"	""			
"402.833399"	"402.833400"	"230"	""			
"402.86293"	"402.862941"	"32*"	""			
"402.89595"	"402.895991"	"51"	""			
"402.965725"	"402.965727"	"890"	""			
"402.982543"	"402.982539"	"1500"	""			
"403.00778"	"403.007836"	"18"	""			
"403.02128"	"403.021329"	"67"	""			
"403.029236"	"403.029187"	"2100bl"	""			
"403.05894"	"403.058868"	"30"	""			
"403.084226"	"403.0842224"	"15000"	""			
"403.107147"	"403.107165"	"170"	""			
"403.21979"	"403.219826"	"24"	""			
"403.23145"	"403.231500"	"35"	""			
"403.245300"	"403.245301"	"1800"	""			
"403.259500"	"403.259504"	"2300"	""			
"403.28927"	"403.289129"	"18*"	""			
"403.377547"	"403.377549"	"1000"	""			
"403.390676"	"403.390679"	"2000"	""			
"403.41524"	"403.415268"	"59"	""			
"403.487733"	"403.487714"	"200"	""			
"403.50682"	"403.506787"	"16"	""			
"403.50917"	"403.509176"	"34"	""			
"403.53515"	"403.535181"	"110"	""			
"403.57297"	"403.573017"	"530"	""			
"403.58301"	"403.582991"	"100"	""			
"403.592988"	"403.593125"	"160bl"	""			
"403.6047655"	"403.6047645"	"24000"	""			
"403.636017"	"403.636039"	"260"	""			
"403.756129"	"403.756130"	"750"	""			
"403.76634"	"403.766329"	"52"	""			
"403.79930"	"403.799574"	"43"	""			
"403.822856"	"403.822855"	"1000"	""			
"403.83474"	"403.834769"	"21*"	""			
"403.83474"	"403.834836"	"21*"	""			
"403.845623"	"403.845619"	"240"	""			
"403.86360"	"403.863618"	"25"	""			
"403.902312"	"403.902300"	"150"	""			
"403.92687"	"403.926907"	"79"	""			
"403.93981"	"403.939843"	"53"	""			
"403.986469"	"403.986469"	"1300"	""			
"404.02215"	"404.022185"	"33"	""			
"404.09734"	"404.097356"	"98"	""			
"404.22680"	"404.226799"	"39"	""			
"404.29443"	"404.294388"	"21"	""			
"404.339461"	"404.339465"	"6200"	""			
"404.451371"	"404.451370"	"150"	""			
"404.45394"	"404.453938"	"41"	""			
"404.492676"	"404.492673"	"510"	""			
"404.51612"	"404.516145"	"40"	""			
"404.522666"	"404.522661"	"330"	""			
"404.58180"	"404.581792"	"160"	""			
"404.58516"	"404.585183"	"25"	""			
"404.625205"	"404.625213"	"220"	""			
"404.68246"	"404.682502"	"110"	""			
"404.70589"	"404.705892"	"58"	""			
"404.828749"	"404.828746"	"1200"	""			
"404.843232"	"404.843205"	"940"	""			
"404.953599"	"404.953586"	"270"	""			
"404.994459"	"404.994448"	"1800"	""			
"405.088707"	"405.088701"	"2400"	""			
"405.11937"	"405.119374"	"130"	""			
"405.149900"	"405.149899"	"430"	""			
"405.19134"	"405.191219"	"28"	""			
"405.22387"	"405.223915"	"70"	""			
"405.22656"	"405.226546"	"90"	""			
"405.28223"	"405.282194"	"34"	""			
