obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,line_ref,Aki(s^-1),Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k
"=""623.2129""","=""0.0004""","=""623.213286""","=""0.000012""","=""270""",,"=""""","=""17959.89498""","=""34001.3283""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
"=""623.2186""","=""0.0004""","=""623.21933""","=""0.00003""","=""87""",,"=""""","=""21575.03713""","=""37616.3148""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""1"""
"=""623.28794""","=""0.00023""","=""623.28846""","=""0.00003""","=""45""",,"=""""","=""25321.91918""","=""41361.4177""","=""""","=""*""","=""3""","=""5f.6d2.7p ""","=""5H""","=""3"""
"=""623.3004""","=""0.0004""","=""623.300421""","=""0.000016""","=""87""",,"=""""","=""23655.13881""","=""39694.3296""","=""""","=""*""","=""4""","=""5f.6d2.7p ""","=""5I""","=""5"""
"=""623.3858""","=""0.0004""","=""623.386049""","=""0.000005""","=""32""",,"=""""","=""12847.96912""","=""28884.95681""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""3"""
"=""623.41962""","=""0.00005""","=""623.419584""","=""0.000009""","=""220""",,"=""""","=""17354.638583""","=""33390.76362""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""1"""
"=""623.485523""","=""0.000005""","=""623.485525""","=""0.000003""","=""3100""",,"=""""","=""6362.395980""","=""22396.82500""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""1"""
"=""623.5176""","=""0.0004""","=""623.517848""","=""0.000016""","=""10""",,"=""""","=""18549.40528""","=""34583.0031""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""3"""
"=""623.71024""","=""0.00023""","=""623.710490""","=""0.000020""","=""50""",,"=""""","=""17398.39526""","=""33427.0409""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""2"""
"=""623.79863""","=""0.00019""","=""623.798522""","=""0.000008""","=""63""",,"=""""","=""17501.17592""","=""33527.55959""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""4"""
"=""623.80825""","=""0.00006""","=""623.808217""","=""0.000005""","=""150""",,"=""""","=""14481.86965""","=""30508.00424""","=""5f.6d.7s2""","=""3H*""","=""6""","=""""","=""""","=""5"""
"=""623.8208""","=""0.0004""","=""623.821168""","=""0.000024""","=""53""",,"=""""","=""18699.62342""","=""34725.4253""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""623.9306""","=""0.0004""","=""623.930675""","=""0.000020""","=""53""",,"=""""","=""22163.13360""","=""38186.1228""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""623.9742""","=""0.0004""","=""623.973776""","=""0.000024""","=""21""",,"=""""","=""22508.04658""","=""38529.9290""","=""6d2.7s.7p""","=""5P*""","=""2""","=""""","=""""","=""3"""
"=""624.03066""","=""0.00008""","=""624.030630""","=""0.000020""","=""97""",,"=""""","=""19713.03109""","=""35733.4538""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""4"""
"=""624.095333""","=""0.000012""","=""624.095347""","=""0.000004""","=""1100""",,"=""""","=""7502.287636""","=""23521.04909""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3"""
"=""624.18739""","=""0.00008""","=""624.187512""","=""0.000020""","=""94""",,"=""""","=""18574.61019""","=""34591.0064""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
"=""624.33603""","=""0.00005""","=""624.336128""","=""0.000006""","=""310""",,"=""""","=""13297.43316""","=""29310.01688""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4"""
"=""624.43712""","=""0.00023""","=""624.43728""","=""0.00003""","=""53""",,"=""""","=""21738.05013""","=""37748.0401""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""2"""
"=""624.4875""","=""0.0004""","=""624.487468""","=""0.000020""","=""21""",,"=""""","=""21077.152101""","=""37085.8553""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""4"""
"=""624.5151""","=""0.0003""","=""624.515115""","=""0.000024""","=""14""",,"=""""","=""17959.89498""","=""33967.8895""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
"=""624.5601""","=""0.0004""","=""624.559070""","=""0.000012""","=""540""",,"=""""","=""19039.153374""","=""35046.0213""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""5F""","=""1"""
"=""624.5850""","=""0.0003""","=""624.584968""","=""0.000012""","=""29""",,"=""""","=""15863.88829""","=""31870.0925""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""2"""
"=""624.61736""","=""0.00004""","=""624.617375""","=""0.000010""","=""350""",,"=""""","=""13847.77037""","=""29853.14415""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2"""
"=""624.6407""","=""0.0003""","=""624.640202""","=""0.000016""","=""18""",,"=""""","=""18699.62342""","=""34704.4123""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""624.6664""","=""0.0004""","=""624.665826""","=""0.000016""","=""11""",,"=""""","=""22141.60454""","=""38145.7369""","=""""","=""*""","=""3""","=""""","=""""","=""3"""
"=""624.91563""","=""0.00023""","=""624.914900""","=""0.000007""","=""44""",,"=""""","=""16783.84708""","=""32781.60068""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""4"""
"=""624.9263""","=""0.0003""","=""624.927107""","=""0.000010""","=""30""",,"=""""","=""17411.224415""","=""33408.66553""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""3"""
"=""625.04857""","=""0.00004""","=""625.048586""","=""0.000004""","=""320""",,"=""""","=""11197.031257""","=""27191.36326""","=""5f.6d.7s2""","=""3H*""","=""5""","=""5f.6d.7s.7p""","=""5G""","=""5"""
"=""625.1442""","=""0.0003""","=""625.14392""","=""0.00005""","=""15""",,"=""""","=""27495.58911""","=""43487.4820""","=""5f2.7s2""","=""3H""","=""4""","=""""","=""*""","=""4"""
"=""625.1766""","=""0.0004""","=""625.17783""","=""0.00005""","=""10""",,"=""""","=""26036.34930""","=""42027.3749""","=""""","=""*""","=""3""","=""6d4""","=""1D""","=""2"""
"=""625.19595""","=""0.00023""","=""625.196226""","=""0.000016""","=""34""",,"=""""","=""21902.26981""","=""37892.8248""","=""5f.6d2.7s""","=""3H*""","=""4""","=""5f.6d2.7p ""","=""5I""","=""4"""
"=""625.23122""","=""0.00023""","=""625.231530""","=""0.000009""","=""56""",,"=""""","=""19227.33665""","=""35216.98873""","=""5f.6d2.7s""","=""5I*""","=""6""","=""""","=""""","=""5"""
"=""625.2608""","=""0.0004""","=""625.259004""","=""0.000016""","=""7""",,"=""""","=""24084.94271""","=""40073.8922""","=""6d2.7s.7p""","=""5G*""","=""6""","=""""","=""""","=""5"""
"=""625.2886""","=""0.0003""","=""625.288785""","=""0.000016""","=""23""",,"=""""","=""21902.26981""","=""37890.4578""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""5"""
"=""625.47762""","=""0.00020""","=""625.477258""","=""0.000010""","=""65""",,"=""""","=""15970.09583""","=""31953.46618""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4"""
"=""625.5201""","=""0.0004""","=""625.52028""","=""0.00003""","=""10""",,"=""""","=""26255.58209""","=""42237.8531""","=""""","=""""","=""4""","=""""","=""*""","=""3"""
"=""625.5334""","=""0.0003""","=""625.53425""","=""0.00003""","=""33""",,"=""""","=""21539.59257""","=""37521.5066""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""625.55234""","=""0.00023""","=""625.553075""","=""0.000006""","=""38""",,"=""""","=""11802.93238""","=""27784.36557""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2"""
"=""625.5852""","=""0.0004""","=""625.58431""","=""0.00003""","=""11""",,"=""""","=""19516.98043""","=""35497.6156""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""2"""
"=""625.6337""","=""0.0003""","=""625.63421""","=""0.00004""","=""26""",,"=""""","=""24421.05861""","=""40400.4192""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
"=""625.6654""","=""0.0003""","=""625.66667""","=""0.00004""","=""24""",,"=""""","=""24981.11021""","=""40959.6419""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
"=""625.742356""","=""0.000005""","=""625.742361""","=""0.000004""","=""3000""",,"=""""","=""6362.395980""","=""22338.99484""","=""6d3.(4F).7s""","=""5F""","=""2""","=""5f.6d2.7s""","=""5G*""","=""3"""
"=""625.8097""","=""0.0004""","=""625.809150""","=""0.000006""","=""21""",,"=""""","=""15166.900593""","=""31141.79438""","=""6d2.7s.7p""","=""5G*""","=""3""","=""6d4""","=""3D""","=""3"""
"=""626.02174""","=""0.00007""","=""626.021855""","=""0.000004""","=""100""",,"=""""","=""8800.249723""","=""24769.71573""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3"""
"=""626.141810""","=""0.000004""","=""626.141877""","=""0.000004""","=""8500bl""",,"=""""","=""10414.13700""","=""26380.54194""","=""5f.6d.7s2""","=""1G*""","=""4""","=""5f.6d.7s.7p""","=""5H""","=""5"""
"=""626.2887""","=""0.0003""","=""626.287927""","=""0.000016""","=""14""",,"=""""","=""20522.71449""","=""36485.3961""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2"""
"=""626.3026""","=""0.0004""","=""626.301859""","=""0.000024""","=""11""",,"=""""","=""24274.71139""","=""40237.0379""","=""""","=""*""","=""5""","=""""","=""""","=""5"""
"=""626.47139""","=""0.00007""","=""626.471363""","=""0.000010""","=""110""",,"=""""","=""17501.17592""","=""33459.18355""","=""5f.6d2.7s""","=""5I*""","=""5""","=""5f.6d.7s.7p""","=""3H""","=""4"""
"=""626.56036""","=""0.00006""","=""626.560418""","=""0.000007""","=""160""",,"=""""","=""14204.26476""","=""30160.00425""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4"""
"=""626.5962""","=""0.0004""","=""626.595205""","=""0.000020""","=""32""",,"=""""","=""22098.18793""","=""38053.0416""","=""5f.6d.7s.7p""","=""5I""","=""4""","=""""","=""*""","=""3"""
"=""626.64857""","=""0.00024""","=""626.64873""","=""0.00003""","=""49""",,"=""""","=""24032.22651""","=""39985.7173""","=""5f.6d.7s.7p""","=""5G""","=""4""","=""""","=""*""","=""3"""
"=""626.66142""","=""0.00007""","=""626.661367""","=""0.000006""","=""160""",,"=""""","=""16783.84708""","=""32737.01627""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5"""
"=""626.7188""","=""0.0004""","=""626.718765""","=""0.000004""","=""21""",,"=""""","=""3865.473772""","=""19817.18191""","=""6d2.7s2""","=""3P""","=""1""","=""6d2.7s.7p""","=""5P*""","=""1"""
"=""626.7800""","=""0.0004""","=""626.77981""","=""0.00003""","=""21""",,"=""""","=""21738.05013""","=""37688.2046""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""3"""
"=""626.82001""","=""0.00006""","=""626.820014""","=""0.000004""","=""190""",,"=""""","=""9804.806547""","=""25753.93805""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""5"""
"=""626.8923""","=""0.0004""","=""626.893002""","=""0.000006""","=""21""",,"=""""","=""16346.64962""","=""32293.92422""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5"""
"=""627.02990""","=""0.00016""","=""627.030566""","=""0.000012""","=""110""",,"=""""","=""18930.29333""","=""34874.0693""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3"""
"=""627.0331""","=""0.0004""","=""627.033109""","=""0.000016""","=""87""",,"=""""","=""22163.13360""","=""38106.8449""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""627.154421""","=""0.000012""","=""627.154427""","=""0.000004""","=""1000""",,"=""""","=""2869.259165""","=""18809.88631""","=""6d2.7s2""","=""3F""","=""3""","=""6d2.7s.7p""","=""5G*""","=""4"""
"=""627.17371""","=""0.00020""","=""627.173673""","=""0.000016""","=""70""",,"=""""","=""18431.686609""","=""34371.8246""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""2"""
"=""627.2676""","=""0.0004""","=""627.267357""","=""0.000016""","=""32""",,"=""""","=""19503.143490""","=""35440.9008""","=""6d2.7s.7p""","=""5F*""","=""3""","=""6d4""","=""""","=""3"""
"=""627.4504""","=""0.0003""","=""627.450714""","=""0.000020""","=""16""",,"=""""","=""22669.88918""","=""38602.9891""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
"=""627.50774""","=""0.00020""","=""627.50863""","=""0.00003""","=""57""",,"=""""","=""24769.71573""","=""40701.3450""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""627.5679""","=""0.0004""","=""627.56686""","=""0.00003""","=""21""",,"=""""","=""22877.51748""","=""38807.6687""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""627.5849""","=""0.0004""","=""627.584165""","=""0.000008""","=""32""",,"=""""","=""14032.085336""","=""29961.79723""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""1"""
"=""627.616528""","=""0.000016""","=""627.616526""","=""0.000006""","=""820""",,"=""""","=""13175.113345""","=""29104.00388""","=""5f.6d.7s2""","=""3G*""","=""4""","=""6d4""","=""3G""","=""4"""
"=""627.7512""","=""0.0004""","=""627.751136""","=""0.000016""","=""21""",,"=""""","=""21645.85769""","=""37571.3326""","=""6d3.(2G).7s""","=""""","=""4""","=""""","=""*""","=""5"""
"=""627.8125""","=""0.0004""","=""627.812419""","=""0.000016""","=""43""",,"=""""","=""19516.98043""","=""35440.9008""","=""6d2.7s.7p""","=""5D*""","=""2""","=""6d4""","=""""","=""3"""
"=""627.99776""","=""0.00006""","=""627.997782""","=""0.000012""","=""190""",,"=""""","=""17354.638583""","=""33273.8588""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""1"""
"=""628.0359""","=""0.0004""","=""628.035757""","=""0.000006""","=""21""",,"=""""","=""15618.98461""","=""31537.24226""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""3"""
"=""628.0890""","=""0.0003""","=""628.087564""","=""0.000010""","=""24""",,"=""""","=""17501.17592""","=""33418.1206""","=""5f.6d2.7s""","=""5I*""","=""5""","=""6d4""","=""""","=""4"""
"=""628.11648""","=""0.00024""","=""628.117021""","=""0.000016""","=""33""",,"=""""","=""23093.98148""","=""39010.1797""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
"=""628.15227""","=""0.00024""","=""628.15205""","=""0.00003""","=""39""",,"=""""","=""26508.02820""","=""42423.3388""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""628.1543""","=""0.0004""","=""628.154428""","=""0.000020""","=""54""",,"=""""","=""18382.82669""","=""34298.0771""","=""6d2.7s.7p""","=""5D*""","=""0""","=""""","=""""","=""1"""
"=""628.1653""","=""0.0004""","=""628.16707""","=""0.00004""","=""10""",,"=""""","=""27266.02670""","=""43180.9567""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""628.2449""","=""0.0004""","=""628.244885""","=""0.000012""","=""21""",,"=""""","=""18431.686609""","=""34344.6455""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""4"""
"=""628.3141""","=""0.0003""","=""628.31451""","=""0.00003""","=""28""",,"=""""","=""23049.45870""","=""38960.6542""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""628.3213""","=""0.0004""","=""628.321353""","=""0.000020""","=""5""",,"=""""","=""23609.16775""","=""39520.1900""","=""""","=""*""","=""5""","=""""","=""""","=""4"""
"=""628.5146""","=""0.0003""","=""628.514513""","=""0.000012""","=""14""",,"=""""","=""20522.71449""","=""36428.8469""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2"""
"=""628.5453""","=""0.0004""","=""628.546090""","=""0.000024""","=""10""",,"=""""","=""22855.29928""","=""38760.6326""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""628.5971""","=""0.0003""","=""628.597829""","=""0.000024""","=""22""",,"=""""","=""19516.98043""","=""35421.0046""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""1"""
"=""628.60453""","=""0.00006""","=""628.604509""","=""0.000004""","=""200""",,"=""""","=""13945.307389""","=""29849.16255""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""4"""
"=""628.6714""","=""0.0003""","=""628.671048""","=""0.000012""","=""15""",,"=""""","=""19503.143490""","=""35405.3154""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3"""
"=""628.725515""","=""0.000024""","=""628.725526""","=""0.000004""","=""520""",,"=""""","=""8800.249723""","=""24701.04375""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""5"""
"=""628.75704""","=""0.00008""","=""628.757056""","=""0.000012""","=""90""",,"=""""","=""15970.09583""","=""31870.0925""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2"""
"=""628.8074""","=""0.0004""","=""628.807105""","=""0.000016""","=""21""",,"=""""","=""17398.39526""","=""33297.1264""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""2"""
"=""628.9159""","=""0.0004""","=""628.915342""","=""0.000024""","=""21""",,"=""""","=""20922.12244""","=""36818.1174""","=""""","=""*""","=""2""","=""""","=""""","=""2"""
"=""628.92713""","=""0.00024""","=""628.92781""","=""0.00005""","=""50""",,"=""""","=""27591.80212""","=""43487.4820""","=""6d4""","=""3H""","=""5""","=""""","=""*""","=""4"""
"=""628.9585""","=""0.0003""","=""628.95998""","=""0.00005""","=""19""",,"=""""","=""28140.86799""","=""44035.7349""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""628.9692""","=""0.0003""","=""628.96809""","=""0.00003""","=""27""",,"=""""","=""24421.05861""","=""40315.7205""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""629.04035""","=""0.00020""","=""629.040136""","=""0.000012""","=""66""",,"=""""","=""19503.143490""","=""35395.9849""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""2"""
"=""629.119129""","=""0.000009""","=""629.119142""","=""0.000005""","=""1700""",,"=""""","=""14481.86965""","=""30372.71524""","=""5f.6d.7s2""","=""3H*""","=""6""","=""""","=""""","=""6"""
"=""629.16286""","=""0.00006""","=""629.162846""","=""0.000005""","=""170""",,"=""""","=""13945.307389""","=""29835.04913""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3"""
"=""629.20601""","=""0.00005""","=""629.205979""","=""0.000006""","=""300""",,"=""""","=""14243.993748""","=""30132.64625""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2"""
"=""629.2187""","=""0.0004""","=""629.218554""","=""0.000016""","=""43""",,"=""""","=""19516.98043""","=""35405.3154""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3"""
"=""629.289121""","=""0.000020""","=""629.289111""","=""0.000004""","=""680""",,"=""""","=""6362.395980""","=""22248.94952""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2"""
"=""629.3036""","=""0.0004""","=""629.303553""","=""0.000020""","=""32""",,"=""""","=""20922.12244""","=""36808.3114""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
"=""629.324233""","=""0.000010""","=""629.324234""","=""0.000004""","=""1400""",,"=""""","=""9804.806547""","=""25690.47345""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""5"""
"=""629.41556""","=""0.00024""","=""629.414859""","=""0.000016""","=""36""",,"=""""","=""18699.62342""","=""34583.0031""","=""5f.7s2.7p""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""629.4283""","=""0.0004""","=""629.427948""","=""0.000024""","=""21""",,"=""""","=""22877.58322""","=""38760.6326""","=""""","=""*""","=""5""","=""""","=""""","=""4"""
"=""629.4340""","=""0.0004""","=""629.434112""","=""0.000020""","=""21""",,"=""""","=""19948.395175""","=""35831.2890""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""3"""
"=""629.5166""","=""0.0003""","=""629.516348""","=""0.000016""","=""28""",,"=""""","=""18549.40528""","=""34430.2243""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""3"""
"=""629.61045""","=""0.00007""","=""629.610455""","=""0.000024""","=""110""",,"=""""","=""21252.60286""","=""37131.0482""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
"=""629.6426""","=""0.0004""","=""629.64131""","=""0.00003""","=""10""",,"=""""","=""22401.20793""","=""38278.8753""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
"=""629.7426""","=""0.0004""","=""629.742699""","=""0.000007""","=""32""",,"=""""","=""17224.302340""","=""33099.41329""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3"""
"=""629.7581""","=""0.0004""","=""629.758161""","=""0.000024""","=""10""",,"=""""","=""24032.22651""","=""39906.9477""","=""5f.6d.7s.7p""","=""5G""","=""4""","=""""","=""*""","=""4"""
"=""629.7777""","=""0.0004""","=""629.776794""","=""0.000007""","=""110""",,"=""""","=""17847.07751""","=""33721.32901""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""2"""
"=""629.89027""","=""0.00005""","=""629.890227""","=""0.000007""","=""250""",,"=""""","=""11802.93238""","=""27674.32522""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2"""
"=""629.94464""","=""0.00024""","=""629.944065""","=""0.000012""","=""37""",,"=""""","=""23655.13881""","=""39525.1752""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""629.9527""","=""0.0003""","=""629.95171""","=""0.00004""","=""21""",,"=""""","=""21738.05013""","=""37607.8939""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""1"""
"=""630.091639""","=""0.000012""","=""630.091632""","=""0.000004""","=""1100""",,"=""""","=""12114.36618""","=""27980.68586""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""3"""
"=""630.14128""","=""0.00004""","=""630.141303""","=""0.000016""","=""490""",,"=""""","=""21539.59257""","=""37404.6616""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""630.24707""","=""0.00008""","=""630.246953""","=""0.000012""","=""100""",,"=""""","=""22399.39666""","=""38261.8062""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""5"""
"=""630.3077""","=""0.0004""","=""630.30784""","=""0.00004""","=""12""",,"=""""","=""26790.42715""","=""42651.3045""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""630.325070""","=""0.000012""","=""630.325068""","=""0.000007""","=""1000""",,"=""""","=""13297.43316""","=""29157.87692""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3"""
"=""630.52767""","=""0.00005""","=""630.527661""","=""0.000005""","=""230""",,"=""""","=""16346.64962""","=""32201.99736""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""5"""
"=""630.53570""","=""0.00007""","=""630.535630""","=""0.000008""","=""140""",,"=""""","=""19227.33665""","=""35082.48400""","=""5f.6d2.7s""","=""5I*""","=""6""","=""""","=""""","=""6"""
"=""630.74327""","=""0.00024""","=""630.744233""","=""0.000020""","=""46""",,"=""""","=""24202.56462""","=""40052.4683""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""630.78641""","=""0.00020""","=""630.786605""","=""0.000020""","=""77""",,"=""""","=""15863.88829""","=""31712.7273""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""1"""
"=""630.9756""","=""0.0004""","=""630.975657""","=""0.000005""","=""43""",,"=""""","=""13088.56115""","=""28932.65158""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""4"""
"=""631.081047""","=""0.000012""","=""631.081024""","=""0.000004""","=""1200""",,"=""""","=""10414.13700""","=""26255.58209""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4"""
"=""631.1097""","=""0.0004""","=""631.109675""","=""0.000016""","=""54""",,"=""""","=""17959.89498""","=""33800.6209""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
"=""631.1453""","=""0.0004""","=""631.145188""","=""0.000016""","=""110""",,"=""""","=""17959.89498""","=""33799.7296""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
"=""631.19451""","=""0.00020""","=""631.194482""","=""0.000008""","=""85""",,"=""""","=""13847.77037""","=""29686.36795""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3"""
"=""631.26222""","=""0.00004""","=""631.262263""","=""0.000005""","=""340""",,"=""""","=""15490.077832""","=""31326.97478""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4"""
"=""631.42693""","=""0.00008""","=""631.426922""","=""0.000004""","=""110""",,"=""""","=""12847.96912""","=""28680.73627""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4"""
"=""631.4440""","=""0.0004""","=""631.442625""","=""0.000020""","=""21""",,"=""""","=""20214.92997""","=""36047.3034""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""2"""
"=""631.577496""","=""0.000016""","=""631.577467""","=""0.000004""","=""890""",,"=""""","=""3687.987189""","=""19516.98043""","=""6d2.7s2""","=""""","=""2""","=""6d2.7s.7p""","=""5D*""","=""2"""
"=""631.6061""","=""0.0004""","=""631.606209""","=""0.000008""","=""53""",,"=""""","=""12847.96912""","=""28676.24203""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""3"""
"=""631.71830""","=""0.00003""","=""631.718265""","=""0.000008""","=""460""",,"=""""","=""12847.96912""","=""28673.43441""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2"""
"=""631.7611""","=""0.0003""","=""631.76057""","=""0.00004""","=""29""",,"=""""","=""27266.02670""","=""43090.4322""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""631.83019""","=""0.00024""","=""631.829968""","=""0.000024""","=""42""",,"=""""","=""22877.58322""","=""38700.2507""","=""""","=""*""","=""5""","=""""","=""""","=""4"""
"=""631.8399""","=""0.0004""","=""631.839877""","=""0.000016""","=""10""",,"=""""","=""18549.40528""","=""34371.8246""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""2"""
"=""631.86936""","=""0.00020""","=""631.869471""","=""0.000007""","=""92""",,"=""""","=""14465.221873""","=""30286.90016""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""1"""
"=""631.91635""","=""0.00005""","=""631.916329""","=""0.000007""","=""240""",,"=""""","=""18011.38030""","=""33831.88538""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""4"""
"=""631.92640""","=""0.00016""","=""631.926226""","=""0.000020""","=""110""",,"=""""","=""19713.03109""","=""35533.2884""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""2"""
"=""631.9753""","=""0.0004""","=""631.975588""","=""0.000016""","=""21""",,"=""""","=""19532.41646""","=""35351.4381""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
"=""632.13004""","=""0.00006""","=""632.130049""","=""0.000003""","=""190""",,"=""""","=""3687.987189""","=""19503.143490""","=""6d2.7s2""","=""""","=""2""","=""6d2.7s.7p""","=""5F*""","=""3"""
