obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Type	
"612.00936"	"612.009384"	"6"	""			
"612.33609"	"612.336163"	"20"	"9.e+05"	C+		
"612.4571"	"612.45831"	"3"	""			
"613.483"	"613.483796"	"0h?"	""			
"613.86551"	"613.865544"	"28"	"1.2e+06"	B		
"614.2615"	"614.261098"	"2"	""			
"614.646"	"614.648409"	"0"	""			
"616.67835"	"616.67821"	"4"	""			
"616.76273"	"616.76267"	"4"	""			
"617.22775"	"617.227751"	"407"	"2.00e+07"	A		
"617.4378"	"617.44040"	"3"	""			
"618.3024"	"618.30237"	"2"	""			
"618.71350"	"618.71348"	"9"	""			
"619.2301"	"619.22958"	"2"	""			
"620.11002"	"620.10994"	"9"	""			
"620.6463"	"620.645824"	"1"	""			
"620.8935"	"620.89316"	"2"	""			
"621.0420"	"621.04183"	"1"	""			
""	"621.224738"	""	"2.1e+03"	E		
"623.2892"	"623.28888"	"2"	""			
"623.457"	"623.45229"	"1p"	""			
"623.97120"	"623.971198"	"8"	"2.e+05"	D		
"624.31199"	"624.311983"	"89"	"3.0e+06"	B		
"624.9975"	"624.99859"	"1"	""			
"627.315"	"627.31452"	"0h"	""			
"627.7425"	"627.742657"	"2"	""			
"628.112"	"628.113036"	"0"	""			
"628.2823"	"628.28252"	"1"	""			
"629.450"	"629.44964"	"0.5"	""			
"629.5446"	"629.54312"	"2"	""			
"631.540"	"631.54070"	"1"	""			
"632.3735"	"632.37174"	"3"	""			
"632.416"	"632.41631"	"1p*"	""			
"632.416"	"632.41887"	"1p*"	""			
"632.44151"	"632.44176"	"12"	""			
"632.6117"	"632.6117"	"2*"	""			
"632.6117"	"632.6117"	"2*"	""			
"632.8474"	"632.84661"	"1"	""			
"633.2499"	"633.24966"	"5"	""			
"633.2832"	"633.28495"	"1"	""			
"633.3147"	"633.31468"	"6"	""			
"633.713"	"633.71341"	"0"	""			
"633.9897"	"633.98981"	"3"	""			
"634.82272"	"634.82281"	"7"	""			
"634.8601"	"634.86248"	"2"	""			
"635.7025"	"635.70229"	"7"	""			
"635.76776"	"635.76782"	"8"	""			
"636.5440"	"636.54546"	"1"	""			
"636.9128"	"636.91233"	"2"	""			
"637.319"	"637.31859"	"0"	""			
"637.5945"	"637.59543"	"3"	""			
"638.2696"	"638.26931"	"3"	""			
"638.30967"	"638.30994"	"5"	""			
"638.8341"	"638.83417"	"5"	""			
"639.1117"	"639.11273"	"2"	""			
"639.3802"	"639.38006"	"7bl"	""			
"639.4729"	"639.47298"	"7"	""			
"639.66084"	"639.66112"	"11"	""			
"639.7184"	"639.71951"	"2"	""			
"639.92085"	"639.920633"	"18"	"6.e+05"	C		
"640.30123"	"640.30137"	"11"	""			
"640.8909"	"640.89048"	"7"	""			
"641.7417"	"641.74436"	"1"	""			
"641.83696"	"641.83726"	"10"	""			
"642.2894"	"642.28983"	"7"	""			
"642.4144"	"642.416486"	"1"	""			
"643.1556"	"643.155902"	"6"	""			
"643.3683"	"643.370035"	"1"	""			
"643.76013"	"643.760043"	"11"	"2.e+05"	E		
"644.18981"	"644.19002"	"12"	""			
"644.38591"	"644.38630"	"12"	""			
"645.6489"	"645.65030"	"3"	""			
"645.771"	"645.77246"	"0*"	""			
"645.771"	"645.77445"	"0*"	""			
"645.8403"	"645.84207"	"2"	""			
"646.8047"	"646.80495"	"8"	""			
"647.2428"	"647.24304"	"6"	""			
"647.5312"	"647.53233"	"4"	""			
"648.0085"	"648.00885"	"2"	""			
"648.30825"	"648.308254"	"120"	"1.06e+07"	C+		
"648.7444"	"648.74266"	"1*"	""			
"648.7444"	"648.74712"	"1*"	""			
"648.985"	"648.98852"	"0"	""			
"650.02151"	"650.021515"	"5"	"3.e+05"	C+		
"650.13608"	"650.13587"	"6"	""			
"650.2157"	"650.21852"	"3"	""			
"650.6138"	"650.61444"	"3"	""			
"650.8174"	"650.81718"	"6"	""			
"650.9089"	"650.910014"	"6"	"1.e+04"	D		
"653.2927"	"653.29440"	"2"	""			
"653.80451"	"653.80452"	"20"	""			
"654.0409"	"654.04307"	"2"	""			
"654.7350"	"654.73537"	"3"	""			
"655.1498"	"655.14996"	"3"	""			
"655.7724"	"655.77347"	"2"	""			
"656.4170"	"656.41928"	"3p"	""			
"660.826"	"660.82726"	"1bl?"	""			
"661.1196"	"661.11965"	"2"	""			
"661.4349"	"661.43470"	"6"	""			
"662.0965"	"662.09672"	"8"	""			
"662.315"	"662.313378"	"0"	""			
"663.620"	"663.61923"	"0h"	""			
"663.82202"	"663.822027"	"151"	"1.37e+07"	A		
"663.97403"	"663.97402"	"93"	"1.69e+07"	A		
"664.36973"	"664.369734"	"269"	"1.47e+07"	B		
"665.3583"	"665.36015"	"1"	""			
"665.7499"	"665.75001"	"2bl"	""			
"666.63587"	"666.635878"	"117"	"8.8e+06"	B		
"668.42924"	"668.429254"	"204"	"1.07e+07"	B+		
"669.571"	"669.5709"	"0.5"	""			
"669.6296"	"669.62931"	"4"	""			
"675.65522"	"675.65524"	"32"	"2.0e+06"	B		
"679.9288"	"679.92910"	"3"	""			
"680.85312"	"680.853130"	"15"	"7.e+05"	C		
"681.8371"	"681.83842"	"8"	""			
"683.291"	"683.28970"	"0"	""			
"683.9584"	"683.95883"	"4"	""			
"684.6540"	"684.65500"	"1"	""			
"685.606"	"685.60748"	"0.5h"	""			
"686.12689"	"686.126880"	"112"	"2.4e+06"	C		
"686.35347"	"686.353469"	"35"	"2.5e+06"	B		
"686.925"	"686.92354"	"0.5h?"	""			
"687.555"	"687.55674"	"0.5h"	""			
"688.66118"	"688.661208"	"26"	"9.e+05"	B		
"689.262"	"689.26412"	"0h"	""			
"690.0880"	"690.08830"	"2"	""			
"690.446"	"690.4476"	"0.5"	""			
"691.176"	"691.17717"	"0"	""			
"698.5708"	"698.57060"	"1"	""			
"699.0122"	"699.011248"	"5"	"2.e+05"	C+		
"700.144"	"700.14636"	"0.5"	""			
"705.069"	"705.06759"	"0.5"	""			
"705.4993"	"705.49868"	"3"	""			
"707.7024"	"707.702344"	"5"	"1.e+05"	C+		
"709.0560"	"709.05684"	"1"	""			
"710.1190"	"710.1197"	"1"	""			
"710.311"	"710.3142"	"0.5"	""			
"712.1737"	"712.173658"	"6"	"5.e+05"	E		
"718.2098"	"718.21037"	"2"	""			
"718.715"	"718.71507"	"0"	""			
"723.35341"	"723.35358"	"23"	"3.7e+06"	C+		
"724.945"	"724.94770"	"0.5"	""			
"728.0454"	"728.04531"	"2"	""			
"728.4232"	"728.423257"	"7"	""			
"729.815"	"729.81382"	"0.5"	""			
"734.80495"	"734.80530"	"16"	""			
"735.5180"	"735.51852"	"2"	""			
"735.8338"	"735.83442"	"2"	"2.e+05"	C		
"738.04229"	"738.04229"	"44"	"5.6e+06"	C+		
"741.9341"	"741.93400"	"1"	""			
"742.8574"	"742.857900"	"2"	""			
"744.0491"	"744.04931"	"4"	""			
"745.5996"	"745.60031"	"2"	""			
"750.5153"	"750.51551"	"1"	""			
"758.93152"	"758.93149"	"72"	"1.07e+07"	B		
"761.803"	"761.80419"	"1"	""			
"765.4031"	"765.403148"	"2"	""			
"768.0948"	"768.094708"	"2"	""			
"768.149"	"768.15053"	"1"	""			
"768.3458"	"768.34675"	"1"	""			
"774.242"	"774.241928"	"1"	""			
"775.328"	"775.32731"	"1"	""			
"775.366"	"775.36773"	"0"	""			
"775.7003"	"775.70131"	"1"	""			
"779.5410"	"779.54187"	"2"	""			
"780.2252"	"780.22638"	"1"	""			
"783.777"	"783.77562"	"0"	""			
"783.925"	"783.92568"	"0"	""			
"784.6555"	"784.656599"	"2"	""			
"784.9409"	"784.94053"	"9"	""			
"789.467"	"789.4675"	"0.5"	""			
"790.4770"	"790.47847"	"2"	""			
"791.5813"	"791.58127"	"1"	""			
"792.735"	"792.7352"	"2h,p"	""			
"794.047"	"794.04851"	"1bl,i"	""			
"794.351"	"794.35273"	"0.5"	""			
"798.361"	"798.36117"	"1h"	""			
"799.290"	"799.28885"	"1"	""			
"801.75280"	"801.752791"	"19"	"9.e+05"	C		
"803.4625"	"803.46193"	"1"	""			
"803.6857"	"803.68558"	"8"	""			
"804.376"	"804.37466"	"0.5h"	""			
"804.4308"	"804.43021"	"2"	""			
"806.606"	"806.60658"	"0h?"	""			
"808.375"	"808.37634"	"1h"	""			
"808.613"	"808.61139"	"0?"	""			
