obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Type	
"644.47118"	"644.47098"	"1500"	"1.16e+06"	B+		
"650.65277"	"650.65281"	"15000"	"3.00e+07"	B+		
"653.28824"	"653.28822"	"1000"	"1.08e+07"	B+		
"659.89528"	"659.89529"	"10000"	"2.32e+07"	B+		
"660.29007"	"660.29020"	"1000"	"4.76e+05"	B+		
"664.00095"	"664.00081"	"100"	"6.21e+04"	B+		
"664.080"	"664.07962"	"50"	"3.80e+03"	C		
"665.20925"	"665.20927"	"1500"	"2.90e+05"	B		
"666.6892"	"666.68907"	"1000"	"3.57e+05"	B+		
"667.82766"	"667.82762"	"5000"	"2.33e+07"	B+		
""	"667.83306"	""	"3.41e+05"	B		
"671.70430"	"671.70430"	"700"	"2.17e+07"	B+		
"672.11342"	"672.11348"	"20"	"5.15e+04"	B+		
"673.80320"	"673.80324"	"700"	"1.25e+06"	C+		
"675.95821"	"675.95855"	"150"	"1.60e+05"	B+		
"692.94672"	"692.94673"	"100000"	"1.74e+07"	B+		
"702.40500"	"702.40504"	"34000"	"1.89e+06"	B+		
"703.24128"	"703.24131"	"85000"	"2.66e+07"	B+		
"705.12922"	"705.12923"	"2200"	"2.38e+06"	C+		
"705.91079"	"705.91074"	"10000"	"7.46e+06"	B+		
"706.4762"	"706.47585"	"80"	"3.40e+04"	C		
"711.23075"	"711.23074"	"110"	"6.28e+05"	C+		
"713.85400"	"713.85382"	"55"	"2.20e+05"	C+		
"717.39380"	"717.39381"	"77000"	"2.87e+06"	B+		
"724.51665"	"724.51666"	"77000"	"1.01e+07"	B+		
"730.48422"	"730.48424"	"89"	"2.55e+05"	B+		
""	"743.73919"	""	"7.4e+04"	C		
"743.88981"	"743.88984"	"60000"	"2.47e+06"	B+		
"747.24383"	"747.24386"	"3100"	"2.96e+06"	C+		
"748.88712"	"748.88712"	"32000"	"2.31e+07"	B+		
"753.57739"	"753.57741"	"28000"	"3.06e+07"	B+		
"754.40439"	"754.40443"	"13000"	"3.87e+07"	B		
"762.133"	"762.1330"	"50"	""			
"772.46233"	"772.46233"	"60"	"1.58e+05"	B+		
"783.30281"	"783.30285"	"56"	"3.68e+04"	C		
"783.90520"	"783.90528"	"230"	"1.04e+05"	C+		
"783.99855"	"783.99873"	"7"	"6.6e+03"	C		
"792.71172"	"792.71177"	"300"	"3.48e+05"	C+		
"793.69957"	"793.69961"	"1300"	"8.46e+05"	B		
"794.31805"	"794.31814"	"7900"	"3.82e+06"	C+		
"794.41404"	"794.41409"	"200"	"1.37e+05"	C+		
"802.411"	"802.407"	"3"	""			
"804.179"	"804.1737"	"3"	""			
"807.606"	"807.6087"	"1"	""			
"808.24576"	"808.24580"	"5700"	"1.30e+05"	B		
"809.308"	"809.3133"	"3"	""			
